unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2020_12_AFG_FOOD,2020_12,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,86.49
2020_12_AFG_ALCO,2020_12,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,58.69
2020_12_AFG_CLTH,2020_12,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,36.51
2020_12_AFG_HOUS,2020_12,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,40.8
2020_12_AFG_FURN,2020_12,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2020_12_AFG_HEAL,2020_12,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2020_12_AFG_TRNS,2020_12,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2020_12_AFG_COMM,2020_12,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2020_12_AFG_CLTR,2020_12,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2020_12_AFG_EDUC,2020_12,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2020_12_AFG_RHTL,2020_12,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,47.08
2020_12_AFG_MISC,2020_12,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,77.38
2020_12_AFG_MEDI,2020_12,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,46.55
2020_12_AFG_PNSN,2020_12,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2020_12_AFG_OUTA,2020_12,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2020_12_AFG_TOTL,2020_12,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,86.50433044247328
2020_12_ALB_FOOD,2020_12,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,535.29,64.24
2020_12_ALB_ALCO,2020_12,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,91.74,58.04
2020_12_ALB_CLTH,2020_12,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,212.53,54.4
2020_12_ALB_HOUS,2020_12,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2197.71,62.15
2020_12_ALB_FURN,2020_12,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",81.72,67.28
2020_12_ALB_HEAL,2020_12,ALB,Albania,Albania,Tirana,HEAL,Health ,66.65,43.66
2020_12_ALB_TRNS,2020_12,ALB,Albania,Albania,Tirana,TRNS,Transport ,360.36,69.58
2020_12_ALB_COMM,2020_12,ALB,Albania,Albania,Tirana,COMM,Communication ,83.64,91.29
2020_12_ALB_CLTR,2020_12,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,279.61,71.12
2020_12_ALB_EDUC,2020_12,ALB,Albania,Albania,Tirana,EDUC,Education ,235.08,41.37
2020_12_ALB_RHTL,2020_12,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,374.19,61.52
2020_12_ALB_MISC,2020_12,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,120.25,62.4
2020_12_ALB_MEDI,2020_12,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,332.88,27.8
2020_12_ALB_PNSN,2020_12,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,1092.52,100.0
2020_12_ALB_OUTA,2020_12,ALB,Albania,Albania,Tirana,OUTA,Out Area ,2598.93,100.0
2020_12_ALB_TOTL,2020_12,ALB,Albania,Albania,Tirana,TOTL,Total,8663.1,87.39481058850626
2020_12_DZA_FOOD,2020_12,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,554.38,58.4
2020_12_DZA_ALCO,2020_12,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,75.56,163.57
2020_12_DZA_CLTH,2020_12,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,89.85,38.76
2020_12_DZA_HOUS,2020_12,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1829.05,44.94
2020_12_DZA_FURN,2020_12,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",86.21,50.59
2020_12_DZA_HEAL,2020_12,DZA,Algeria,Algeria,Algiers,HEAL,Health ,47.55,35.89
2020_12_DZA_TRNS,2020_12,DZA,Algeria,Algeria,Algiers,TRNS,Transport ,428.99,55.97
2020_12_DZA_COMM,2020_12,DZA,Algeria,Algeria,Algiers,COMM,Communication ,132.61,102.71
2020_12_DZA_CLTR,2020_12,DZA,Algeria,Algeria,Algiers,CLTR,Recreation And Culture ,122.15,168.85
2020_12_DZA_EDUC,2020_12,DZA,Algeria,Algeria,Algiers,EDUC,Education ,226.98,
2020_12_DZA_RHTL,2020_12,DZA,Algeria,Algeria,Algiers,RHTL,Restaurants And Hotels ,408.34,52.85
2020_12_DZA_MISC,2020_12,DZA,Algeria,Algeria,Algiers,MISC,Miscellaneous Goods And Services ,99.84,91.28
2020_12_DZA_MEDI,2020_12,DZA,Algeria,Algeria,Algiers,MEDI,Medical Insurance ,462.2,36.03
2020_12_DZA_PNSN,2020_12,DZA,Algeria,Algeria,Algiers,PNSN,Pension Contribution ,1168.9,100.0
2020_12_DZA_OUTA,2020_12,DZA,Algeria,Algeria,Algiers,OUTA,Out Area ,3821.74,100.0
2020_12_DZA_TOTL,2020_12,DZA,Algeria,Algeria,Algiers,TOTL,Total,9554.35,86.63024425076938
2020_12_AGO_FOOD,2020_12,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,1108.85,85.7
2020_12_AGO_ALCO,2020_12,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,157.73,101.93
2020_12_AGO_CLTH,2020_12,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,13.19,
2020_12_AGO_HOUS,2020_12,AGO,Angola,Angola,Luanda,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1934.9,36.64
2020_12_AGO_FURN,2020_12,AGO,Angola,Angola,Luanda,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",132.59,91.7
2020_12_AGO_HEAL,2020_12,AGO,Angola,Angola,Luanda,HEAL,Health ,74.32,108.67
2020_12_AGO_TRNS,2020_12,AGO,Angola,Angola,Luanda,TRNS,Transport ,293.43,36.85
2020_12_AGO_COMM,2020_12,AGO,Angola,Angola,Luanda,COMM,Communication ,200.03,125.33
2020_12_AGO_CLTR,2020_12,AGO,Angola,Angola,Luanda,CLTR,Recreation And Culture ,188.48,50.34
2020_12_AGO_EDUC,2020_12,AGO,Angola,Angola,Luanda,EDUC,Education ,300.76,71.37
2020_12_AGO_RHTL,2020_12,AGO,Angola,Angola,Luanda,RHTL,Restaurants And Hotels ,681.97,40.64
2020_12_AGO_MISC,2020_12,AGO,Angola,Angola,Luanda,MISC,Miscellaneous Goods And Services ,144.91,63.06
2020_12_AGO_MEDI,2020_12,AGO,Angola,Angola,Luanda,MEDI,Medical Insurance ,494.97,35.92
2020_12_AGO_PNSN,2020_12,AGO,Angola,Angola,Luanda,PNSN,Pension Contribution ,1168.9,100.0
2020_12_AGO_OUTA,2020_12,AGO,Angola,Angola,Luanda,OUTA,Out Area ,4596.68,100.0
2020_12_AGO_TOTL,2020_12,AGO,Angola,Angola,Luanda,TOTL,Total,11491.710000000001,85.69492944044343
2020_12_ARG_FOOD,2020_12,ARG,Argentina,Argentina,Buenos Aires,FOOD,Food And Non-alcoholic Beverages ,541.4,64.64
2020_12_ARG_ALCO,2020_12,ARG,Argentina,Argentina,Buenos Aires,ALCO,Alcoholic Beverages And Tobacco ,82.86,92.73
2020_12_ARG_CLTH,2020_12,ARG,Argentina,Argentina,Buenos Aires,CLTH,Clothing And Footwear ,188.93,122.44
2020_12_ARG_HOUS,2020_12,ARG,Argentina,Argentina,Buenos Aires,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2801.76,74.9
2020_12_ARG_FURN,2020_12,ARG,Argentina,Argentina,Buenos Aires,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",91.16,67.46
2020_12_ARG_HEAL,2020_12,ARG,Argentina,Argentina,Buenos Aires,HEAL,Health ,86.29,43.23
2020_12_ARG_TRNS,2020_12,ARG,Argentina,Argentina,Buenos Aires,TRNS,Transport ,393.59,55.42
2020_12_ARG_COMM,2020_12,ARG,Argentina,Argentina,Buenos Aires,COMM,Communication ,90.47,53.23
2020_12_ARG_CLTR,2020_12,ARG,Argentina,Argentina,Buenos Aires,CLTR,Recreation And Culture ,198.66,86.45
2020_12_ARG_EDUC,2020_12,ARG,Argentina,Argentina,Buenos Aires,EDUC,Education ,204.63,76.04
2020_12_ARG_RHTL,2020_12,ARG,Argentina,Argentina,Buenos Aires,RHTL,Restaurants And Hotels ,411.26,45.32
2020_12_ARG_MISC,2020_12,ARG,Argentina,Argentina,Buenos Aires,MISC,Miscellaneous Goods And Services ,135.78,53.22
2020_12_ARG_MEDI,2020_12,ARG,Argentina,Argentina,Buenos Aires,MEDI,Medical Insurance ,449.09,35.93
2020_12_ARG_PNSN,2020_12,ARG,Argentina,Argentina,Buenos Aires,PNSN,Pension Contribution ,1092.52,100.0
2020_12_ARG_OUTA,2020_12,ARG,Argentina,Argentina,Buenos Aires,OUTA,Out Area ,2900.74,100.0
2020_12_ARG_TOTL,2020_12,ARG,Argentina,Argentina,Buenos Aires,TOTL,Total,9669.14,89.39173786584051
2020_12_ARM_FOOD,2020_12,ARM,Armenia,Armenia,Yerevan,FOOD,Food And Non-alcoholic Beverages ,721.42,62.5
2020_12_ARM_ALCO,2020_12,ARM,Armenia,Armenia,Yerevan,ALCO,Alcoholic Beverages And Tobacco ,112.07,79.52
2020_12_ARM_CLTH,2020_12,ARM,Armenia,Armenia,Yerevan,CLTH,Clothing And Footwear ,98.51,78.22
2020_12_ARM_HOUS,2020_12,ARM,Armenia,Armenia,Yerevan,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1992.14,60.91
2020_12_ARM_FURN,2020_12,ARM,Armenia,Armenia,Yerevan,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",109.21,62.73
2020_12_ARM_HEAL,2020_12,ARM,Armenia,Armenia,Yerevan,HEAL,Health ,10.13,61.05
2020_12_ARM_TRNS,2020_12,ARM,Armenia,Armenia,Yerevan,TRNS,Transport ,240.44,85.54
2020_12_ARM_COMM,2020_12,ARM,Armenia,Armenia,Yerevan,COMM,Communication ,135.03,53.75
2020_12_ARM_CLTR,2020_12,ARM,Armenia,Armenia,Yerevan,CLTR,Recreation And Culture ,172.47,58.18
2020_12_ARM_EDUC,2020_12,ARM,Armenia,Armenia,Yerevan,EDUC,Education ,250.94,68.49
2020_12_ARM_RHTL,2020_12,ARM,Armenia,Armenia,Yerevan,RHTL,Restaurants And Hotels ,501.06,33.19
2020_12_ARM_MISC,2020_12,ARM,Armenia,Armenia,Yerevan,MISC,Miscellaneous Goods And Services ,135.97,39.16
2020_12_ARM_MEDI,2020_12,ARM,Armenia,Armenia,Yerevan,MEDI,Medical Insurance ,377.42,31.74
2020_12_ARM_PNSN,2020_12,ARM,Armenia,Armenia,Yerevan,PNSN,Pension Contribution ,1168.9,100.0
2020_12_ARM_OUTA,2020_12,ARM,Armenia,Armenia,Yerevan,OUTA,Out Area ,2582.45,100.0
2020_12_ARM_TOTL,2020_12,ARM,Armenia,Armenia,Yerevan,TOTL,Total,8608.16,86.43426487552966
2020_12_AUS_FOOD,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",FOOD,Food And Non-alcoholic Beverages ,536.31,85.93
2020_12_AUS_ALCO,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",ALCO,Alcoholic Beverages And Tobacco ,71.37,114.54
2020_12_AUS_CLTH,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",CLTH,Clothing And Footwear ,228.27,94.86
2020_12_AUS_HOUS,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",HOUS,"Housing, Water, Electricity, Gas And Fuels ",2208.46,65.3
2020_12_AUS_FURN,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",351.7,85.31
2020_12_AUS_HEAL,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",HEAL,Health ,114.77,80.09
2020_12_AUS_TRNS,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",TRNS,Transport ,539.59,92.61
2020_12_AUS_COMM,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",COMM,Communication ,125.2,95.21
2020_12_AUS_CLTR,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",CLTR,Recreation And Culture ,248.9,91.6
2020_12_AUS_EDUC,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",EDUC,Education ,214.18,36.31
2020_12_AUS_RHTL,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",RHTL,Restaurants And Hotels ,400.16,66.05
2020_12_AUS_MISC,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",MISC,Miscellaneous Goods And Services ,151.45,72.44
2020_12_AUS_MEDI,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",MEDI,Medical Insurance ,431.05,37.79
2020_12_AUS_PNSN,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",PNSN,Pension Contribution ,1143.78,100.0
2020_12_AUS_OUTA,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",OUTA,Out Area ,1691.3,100.0
2020_12_AUS_TOTL,2020_12,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",TOTL,Total,8456.49,90.6812805311438
2020_12_AUT_FOOD,2020_12,AUT,Austria,Austria,Vienna,FOOD,Food And Non-alcoholic Beverages ,864.21,120.08
2020_12_AUT_ALCO,2020_12,AUT,Austria,Austria,Vienna,ALCO,Alcoholic Beverages And Tobacco ,115.01,107.48
2020_12_AUT_CLTH,2020_12,AUT,Austria,Austria,Vienna,CLTH,Clothing And Footwear ,367.83,186.03
2020_12_AUT_HOUS,2020_12,AUT,Austria,Austria,Vienna,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2178.67,57.8
2020_12_AUT_FURN,2020_12,AUT,Austria,Austria,Vienna,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",566.74,74.55
2020_12_AUT_HEAL,2020_12,AUT,Austria,Austria,Vienna,HEAL,Health ,184.94,89.84
2020_12_AUT_TRNS,2020_12,AUT,Austria,Austria,Vienna,TRNS,Transport ,869.5,122.24
2020_12_AUT_COMM,2020_12,AUT,Austria,Austria,Vienna,COMM,Communication ,201.74,88.42
2020_12_AUT_CLTR,2020_12,AUT,Austria,Austria,Vienna,CLTR,Recreation And Culture ,401.08,121.04
2020_12_AUT_EDUC,2020_12,AUT,Austria,Austria,Vienna,EDUC,Education ,345.13,63.22
2020_12_AUT_RHTL,2020_12,AUT,Austria,Austria,Vienna,RHTL,Restaurants And Hotels ,644.82,85.03
2020_12_AUT_MISC,2020_12,AUT,Austria,Austria,Vienna,MISC,Miscellaneous Goods And Services ,244.06,111.9
2020_12_AUT_MEDI,2020_12,AUT,Austria,Austria,Vienna,MEDI,Medical Insurance ,619.34,51.49
2020_12_AUT_PNSN,2020_12,AUT,Austria,Austria,Vienna,PNSN,Pension Contribution ,1058.01,100.0
2020_12_AUT_OUTA,2020_12,AUT,Austria,Austria,Vienna,OUTA,Out Area ,962.34,100.0
2020_12_AUT_TOTL,2020_12,AUT,Austria,Austria,Vienna,TOTL,Total,9623.42,93.30326246106296
2020_12_AZE_FOOD,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,FOOD,Food And Non-alcoholic Beverages ,469.45,69.36
2020_12_AZE_ALCO,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,ALCO,Alcoholic Beverages And Tobacco ,44.36,90.6
2020_12_AZE_CLTH,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,CLTH,Clothing And Footwear ,157.24,83.04
2020_12_AZE_HOUS,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1678.03,54.02
2020_12_AZE_FURN,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",73.47,95.26
2020_12_AZE_HEAL,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,HEAL,Health ,15.7,120.2
2020_12_AZE_TRNS,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,TRNS,Transport ,326.36,58.93
2020_12_AZE_COMM,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,COMM,Communication ,95.58,44.13
2020_12_AZE_CLTR,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,CLTR,Recreation And Culture ,183.81,73.63
2020_12_AZE_EDUC,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,EDUC,Education ,116.41,69.35
2020_12_AZE_RHTL,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,RHTL,Restaurants And Hotels ,273.35,56.93
2020_12_AZE_MISC,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,MISC,Miscellaneous Goods And Services ,90.22,60.55
2020_12_AZE_MEDI,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,MEDI,Medical Insurance ,343.68,31.98
2020_12_AZE_PNSN,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,PNSN,Pension Contribution ,1076.82,100.0
2020_12_AZE_OUTA,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,OUTA,Out Area ,3296.33,100.0
2020_12_AZE_TOTL,2020_12,AZE,Azerbaijan,Azerbaijan,Baku,TOTL,Total,8240.809999999998,87.23380192373307
2020_12_BHS_FOOD,2020_12,BHS,Bahamas,Bahamas,Bahama,FOOD,Food And Non-alcoholic Beverages ,420.44,116.65
