unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2024_02_AFG_FOOD,2024_02,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,71.14
2024_02_AFG_ALCO,2024_02,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,52.87
2024_02_AFG_CLTH,2024_02,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,29.48
2024_02_AFG_HOUS,2024_02,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,38.8
2024_02_AFG_FURN,2024_02,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2024_02_AFG_HEAL,2024_02,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2024_02_AFG_TRNS,2024_02,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2024_02_AFG_COMM,2024_02,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2024_02_AFG_CLTR,2024_02,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2024_02_AFG_EDUC,2024_02,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2024_02_AFG_RHTL,2024_02,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,38.61
2024_02_AFG_MISC,2024_02,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,64.06
2024_02_AFG_MEDI,2024_02,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,41.6
2024_02_AFG_PNSN,2024_02,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2024_02_AFG_OUTA,2024_02,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2024_02_AFG_TOTL,2024_02,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,84.6761516328747
2024_02_ALB_FOOD,2024_02,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,660.7,82.58
2024_02_ALB_ALCO,2024_02,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,89.03,108.03
2024_02_ALB_CLTH,2024_02,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,225.82,112.8
2024_02_ALB_HOUS,2024_02,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2004.56,60.95
2024_02_ALB_FURN,2024_02,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",104.94,72.32
2024_02_ALB_HEAL,2024_02,ALB,Albania,Albania,Tirana,HEAL,Health ,119.48,52.84
2024_02_ALB_TRNS,2024_02,ALB,Albania,Albania,Tirana,TRNS,Transport ,359.27,100.88
2024_02_ALB_COMM,2024_02,ALB,Albania,Albania,Tirana,COMM,Communication ,136.57,47.65
2024_02_ALB_CLTR,2024_02,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,215.69,116.59
2024_02_ALB_EDUC,2024_02,ALB,Albania,Albania,Tirana,EDUC,Education ,261.4,41.52
2024_02_ALB_RHTL,2024_02,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,467.51,38.44
2024_02_ALB_MISC,2024_02,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,163.19,73.87
2024_02_ALB_MEDI,2024_02,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,351.65,26.29
2024_02_ALB_PNSN,2024_02,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,1262.21,100.0
2024_02_ALB_OUTA,2024_02,ALB,Albania,Albania,Tirana,OUTA,Out Area ,2752.3,100.0
2024_02_ALB_TOTL,2024_02,ALB,Albania,Albania,Tirana,TOTL,Total,9174.32,79.52212400398426
2024_02_DZA_FOOD,2024_02,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,742.81,76.71
2024_02_DZA_ALCO,2024_02,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,94.23,91.74
2024_02_DZA_CLTH,2024_02,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,115.01,41.46
2024_02_DZA_HOUS,2024_02,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1842.09,53.36
2024_02_DZA_FURN,2024_02,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",88.8,54.55
2024_02_DZA_HEAL,2024_02,DZA,Algeria,Algeria,Algiers,HEAL,Health ,101.58,71.43
2024_02_DZA_TRNS,2024_02,DZA,Algeria,Algeria,Algiers,TRNS,Transport ,189.99,37.24
2024_02_DZA_COMM,2024_02,DZA,Algeria,Algeria,Algiers,COMM,Communication ,122.56,474.86
2024_02_DZA_CLTR,2024_02,DZA,Algeria,Algeria,Algiers,CLTR,Recreation And Culture ,177.23,77.07
2024_02_DZA_EDUC,2024_02,DZA,Algeria,Algeria,Algiers,EDUC,Education ,275.99,
