unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2014_10_AFG_FOOD,2014_10,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,85.77
2014_10_AFG_ALCO,2014_10,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,63.15
2014_10_AFG_CLTH,2014_10,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,43.67
2014_10_AFG_HOUS,2014_10,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,46.17
2014_10_AFG_FURN,2014_10,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2014_10_AFG_HEAL,2014_10,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2014_10_AFG_TRNS,2014_10,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2014_10_AFG_COMM,2014_10,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2014_10_AFG_CLTR,2014_10,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2014_10_AFG_EDUC,2014_10,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2014_10_AFG_RHTL,2014_10,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,55.33
2014_10_AFG_MISC,2014_10,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,79.61
2014_10_AFG_MEDI,2014_10,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,51.45
2014_10_AFG_PNSN,2014_10,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2014_10_AFG_OUTA,2014_10,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2014_10_AFG_TOTL,2014_10,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,87.79403779277715
2014_10_ALB_FOOD,2014_10,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,810.23,65.94
2014_10_ALB_ALCO,2014_10,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,129.54,77.66
2014_10_ALB_CLTH,2014_10,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,181.62,44.36
2014_10_ALB_HOUS,2014_10,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1705.53,61.15
2014_10_ALB_FURN,2014_10,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",104.94,71.62
2014_10_ALB_HEAL,2014_10,ALB,Albania,Albania,Tirana,HEAL,Health ,190.27,49.33
2014_10_ALB_TRNS,2014_10,ALB,Albania,Albania,Tirana,TRNS,Transport ,635.67,71.15
2014_10_ALB_COMM,2014_10,ALB,Albania,Albania,Tirana,COMM,Communication ,126.82,64.5
2014_10_ALB_CLTR,2014_10,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,92.58,68.43
2014_10_ALB_EDUC,2014_10,ALB,Albania,Albania,Tirana,EDUC,Education ,170.36,56.75
2014_10_ALB_RHTL,2014_10,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,501.58,54.95
2014_10_ALB_MISC,2014_10,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,236.22,60.94
2014_10_ALB_MEDI,2014_10,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,338.55,33.03
