unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2011_02_AFG_FOOD,2011_02,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,98.56
2011_02_AFG_ALCO,2011_02,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,67.93
2011_02_AFG_CLTH,2011_02,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,46.08
2011_02_AFG_HOUS,2011_02,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,50.31
2011_02_AFG_FURN,2011_02,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2011_02_AFG_HEAL,2011_02,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2011_02_AFG_TRNS,2011_02,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2011_02_AFG_COMM,2011_02,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2011_02_AFG_CLTR,2011_02,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2011_02_AFG_EDUC,2011_02,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2011_02_AFG_RHTL,2011_02,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,61.65
2011_02_AFG_MISC,2011_02,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,84.59
2011_02_AFG_MEDI,2011_02,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,49.41
2011_02_AFG_PNSN,2011_02,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2011_02_AFG_OUTA,2011_02,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2011_02_AFG_TOTL,2011_02,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,89.22539207077087
2011_02_ALB_FOOD,2011_02,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,1219.88,63.76
2011_02_ALB_ALCO,2011_02,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,135.98,90.01
2011_02_ALB_CLTH,2011_02,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,68.44,92.03
2011_02_ALB_HOUS,2011_02,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1641.98,49.42
2011_02_ALB_FURN,2011_02,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",147.75,84.08
