unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2011_10_AFG_FOOD,2011_10,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,94.07
2011_10_AFG_ALCO,2011_10,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,67.23
2011_10_AFG_CLTH,2011_10,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,45.66
2011_10_AFG_HOUS,2011_10,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,49.34
2011_10_AFG_FURN,2011_10,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2011_10_AFG_HEAL,2011_10,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2011_10_AFG_TRNS,2011_10,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2011_10_AFG_COMM,2011_10,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2011_10_AFG_CLTR,2011_10,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2011_10_AFG_EDUC,2011_10,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2011_10_AFG_RHTL,2011_10,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,60.31
2011_10_AFG_MISC,2011_10,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,83.96
2011_10_AFG_MEDI,2011_10,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,46.98
2011_10_AFG_PNSN,2011_10,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2011_10_AFG_OUTA,2011_10,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2011_10_AFG_TOTL,2011_10,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,88.70006703005706
2011_10_ALB_FOOD,2011_10,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,1219.88,58.1
2011_10_ALB_ALCO,2011_10,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,135.98,88.71
2011_10_ALB_CLTH,2011_10,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,68.44,82.12
2011_10_ALB_HOUS,2011_10,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1641.98,53.87
2011_10_ALB_FURN,2011_10,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",147.75,83.13
2011_10_ALB_HEAL,2011_10,ALB,Albania,Albania,Tirana,HEAL,Health ,265.56,46.4
2011_10_ALB_TRNS,2011_10,ALB,Albania,Albania,Tirana,TRNS,Transport ,464.59,69.05
2011_10_ALB_COMM,2011_10,ALB,Albania,Albania,Tirana,COMM,Communication ,257.84,104.39
2011_10_ALB_CLTR,2011_10,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,339.7,72.77
2011_10_ALB_EDUC,2011_10,ALB,Albania,Albania,Tirana,EDUC,Education ,101.98,45.97
2011_10_ALB_RHTL,2011_10,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,306.21,69.6
2011_10_ALB_MISC,2011_10,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,231.8,58.14
2011_10_ALB_MEDI,2011_10,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,350.66,34.55
2011_10_ALB_PNSN,2011_10,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,1010.39,100.0
2011_10_ALB_OUTA,2011_10,ALB,Albania,Albania,Tirana,OUTA,Out Area ,2804.04,100.0
2011_10_ALB_TOTL,2011_10,ALB,Albania,Albania,Tirana,TOTL,Total,9346.8,76.30140441395075
2011_10_DZA_FOOD,2011_10,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,735.0,65.91
2011_10_DZA_ALCO,2011_10,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,131.53,90.58
2011_10_DZA_CLTH,2011_10,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,,
2011_10_DZA_HOUS,2011_10,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1863.33,54.08
2011_10_DZA_FURN,2011_10,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",89.0,84.81
2011_10_DZA_HEAL,2011_10,DZA,Algeria,Algeria,Algiers,HEAL,Health ,47.76,
2011_10_DZA_TRNS,2011_10,DZA,Algeria,Algeria,Algiers,TRNS,Transport ,224.65,40.4
2011_10_DZA_COMM,2011_10,DZA,Algeria,Algeria,Algiers,COMM,Communication ,205.97,69.88
2011_10_DZA_CLTR,2011_10,DZA,Algeria,Algeria,Algiers,CLTR,Recreation And Culture ,332.63,62.51
2011_10_DZA_EDUC,2011_10,DZA,Algeria,Algeria,Algiers,EDUC,Education ,,
2011_10_DZA_RHTL,2011_10,DZA,Algeria,Algeria,Algiers,RHTL,Restaurants And Hotels ,222.26,87.25
2011_10_DZA_MISC,2011_10,DZA,Algeria,Algeria,Algiers,MISC,Miscellaneous Goods And Services ,127.03,151.99
2011_10_DZA_MEDI,2011_10,DZA,Algeria,Algeria,Algiers,MEDI,Medical Insurance ,365.49,40.06
2011_10_DZA_PNSN,2011_10,DZA,Algeria,Algeria,Algiers,PNSN,Pension Contribution ,1010.39,100.0
2011_10_DZA_OUTA,2011_10,DZA,Algeria,Algeria,Algiers,OUTA,Out Area ,3570.03,100.0
2011_10_DZA_TOTL,2011_10,DZA,Algeria,Algeria,Algiers,TOTL,Total,8925.070000000002,80.78800943246787
2011_10_AGO_FOOD,2011_10,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,1086.3,104.7
2011_10_AGO_ALCO,2011_10,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,138.52,106.6
2011_10_AGO_CLTH,2011_10,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,23.13,139.16
2011_10_AGO_HOUS,2011_10,AGO,Angola,Angola,Luanda,HOUS,"Housing, Water, Electricity, Gas And Fuels ",3703.74,135.26
2011_10_AGO_FURN,2011_10,AGO,Angola,Angola,Luanda,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",109.63,117.83
2011_10_AGO_HEAL,2011_10,AGO,Angola,Angola,Luanda,HEAL,Health ,179.89,94.32
2011_10_AGO_TRNS,2011_10,AGO,Angola,Angola,Luanda,TRNS,Transport ,340.68,62.05
2011_10_AGO_COMM,2011_10,AGO,Angola,Angola,Luanda,COMM,Communication ,217.57,66.55
2011_10_AGO_CLTR,2011_10,AGO,Angola,Angola,Luanda,CLTR,Recreation And Culture ,339.69,145.81
2011_10_AGO_EDUC,2011_10,AGO,Angola,Angola,Luanda,EDUC,Education ,,
2011_10_AGO_RHTL,2011_10,AGO,Angola,Angola,Luanda,RHTL,Restaurants And Hotels ,284.49,171.0
2011_10_AGO_MISC,2011_10,AGO,Angola,Angola,Luanda,MISC,Miscellaneous Goods And Services ,131.66,82.43
2011_10_AGO_MEDI,2011_10,AGO,Angola,Angola,Luanda,MEDI,Medical Insurance ,413.43,43.62
2011_10_AGO_PNSN,2011_10,AGO,Angola,Angola,Luanda,PNSN,Pension Contribution ,1010.39,100.0
