unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2015_02_AFG_FOOD,2015_02,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,84.78
2015_02_AFG_ALCO,2015_02,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,62.73
2015_02_AFG_CLTH,2015_02,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,43.44
2015_02_AFG_HOUS,2015_02,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,45.8
2015_02_AFG_FURN,2015_02,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2015_02_AFG_HEAL,2015_02,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2015_02_AFG_TRNS,2015_02,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2015_02_AFG_COMM,2015_02,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2015_02_AFG_CLTR,2015_02,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2015_02_AFG_EDUC,2015_02,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2015_02_AFG_RHTL,2015_02,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,54.79
2015_02_AFG_MISC,2015_02,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,79.17
2015_02_AFG_MEDI,2015_02,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,52.61
2015_02_AFG_PNSN,2015_02,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2015_02_AFG_OUTA,2015_02,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2015_02_AFG_TOTL,2015_02,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,87.72108429767954
2015_02_ALB_FOOD,2015_02,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,810.23,60.99
2015_02_ALB_ALCO,2015_02,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,129.54,70.49
2015_02_ALB_CLTH,2015_02,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,181.62,41.41
2015_02_ALB_HOUS,2015_02,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1705.53,54.77
2015_02_ALB_FURN,2015_02,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",104.94,63.85
2015_02_ALB_HEAL,2015_02,ALB,Albania,Albania,Tirana,HEAL,Health ,190.27,44.03
2015_02_ALB_TRNS,2015_02,ALB,Albania,Albania,Tirana,TRNS,Transport ,635.67,69.63
2015_02_ALB_COMM,2015_02,ALB,Albania,Albania,Tirana,COMM,Communication ,126.82,59.85
2015_02_ALB_CLTR,2015_02,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,92.58,62.1
2015_02_ALB_EDUC,2015_02,ALB,Albania,Albania,Tirana,EDUC,Education ,170.36,56.74
2015_02_ALB_RHTL,2015_02,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,501.58,48.75
2015_02_ALB_MISC,2015_02,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,236.22,54.43
2015_02_ALB_MEDI,2015_02,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,338.55,32.48
2015_02_ALB_PNSN,2015_02,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,1037.95,100.0
2015_02_ALB_OUTA,2015_02,ALB,Albania,Albania,Tirana,OUTA,Out Area ,2683.66,100.0
2015_02_ALB_TOTL,2015_02,ALB,Albania,Albania,Tirana,TOTL,Total,8945.52,73.78193641854651
2015_02_DZA_FOOD,2015_02,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,612.24,71.29
2015_02_DZA_ALCO,2015_02,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,89.06,
